Nomor_Mitra,ID_Posisi,Nama_Posisi,Nama_Mitra,Nama_Kegiatan,Kuota_Posisi,Lokasi_Bekerja,Tipe_Aktivitas,URL_Logo,Mulai_Periode,Berakhir_Periode,Mulai_Pendaftaran,Berakhir_Pendaftaran,SKS_Diberikan,Kode_Lokasi,ID_Mitra,Kegiatan_Bersertifikat
528,d5c67189-569c-11ed-a8eb-9a9247092b05,Creative Team,HAKKA INDONESIA OFFICIAL,"Digital Talent for TikTok Content Creation, Live Streaming Shop, and Learning Development - Hakka Indonesia",11,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_3c9577c5-1bb5-4b33-ae09-7865579651be.png,2023-02-10T07:00:00+07:00,2023-06-10T07:00:00+07:00,2022-11-15T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,016300,a0738820-ef75-4c0b-b128-4d70a88ef213,True
529,c01adab1-647f-11ed-8ebb-320b4c7afbe7,Creative Video & Content Creator in Developing Digital Transformation and Industry 4.0,STECHOQ,Developing Digital Transformation and Industry 4.0 through Creative Video & Content Creation,20,Kab. Sleman,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_b693d159-3ec1-4644-b198-b107e51a3b83.png,2023-02-20T07:00:00+07:00,2023-06-30T07:00:00+07:00,2023-01-13T07:00:00+07:00,2023-02-03T07:00:00+07:00,20,040200,ba16e287-a822-457d-9d45-5b2e5a47af1f,True
530,82e7cc23-963f-11ed-9a3d-fa505719a70f,Creative Video & Photo,PFI Mega Life,PFI Mega Life Internship,2,Kota Jakarta Selatan,OFFLINE,,2023-02-16T07:00:00+07:00,2023-07-01T07:00:00+07:00,2022-12-15T07:00:00+07:00,2023-01-27T07:00:00+07:00,20,016300,73b26f80-6308-4249-8738-cec24fc16f00,True
531,e208d4c4-6b8b-11ed-a22e-c63f61abb566,  CREM Warehouse Operation Intern,Paragon Technology and Innovation,Distribution (PARAMA),1,"Kota Yogyakarta, Kota Tegal, Kota Tangerang, Kota Jakarta Selatan",OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_d3457239-e70d-40d2-b628-218c94072cb0.png,2023-02-16T07:00:00+07:00,2023-07-01T07:00:00+07:00,2023-01-15T07:00:00+07:00,2023-02-10T07:00:00+07:00,20,,bcdcdee1-cef2-4ed7-b469-12a6ab2740fa,True
532,d1347ec7-8054-11ed-bcd8-aa76604f701e,CRM,Vidio,Peningkatan Kualitas Product Dari Segi Product Management Dan Design Dari Aplikasi Vidio,1,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_805c82cb-fe4b-47f2-8cbf-054b6e40cb33.png,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2023-01-16T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016000,8bb8fd87-8e0e-41b8-bcc4-a924fbae04f9,True
533,da3082e2-8014-11ed-8fbf-aa76604f701e,CRM Campaign & Communication ,Home Credit Indonesia,Home Credit Apprenticeship  Program (HAP) 3.0 ,2,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_8471966c-6da5-47b7-9275-8de31d6c807b.png,2023-02-16T07:00:00+07:00,2023-07-01T07:00:00+07:00,2023-01-02T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016300,ae9a3576-23cb-42c2-9885-4cb1a4141799,True
534,21468eab-8017-11ed-899c-f6e17ff1bedb,CRM Campaign Management ,Home Credit Indonesia,Home Credit Apprenticeship  Program (HAP) 3.0 ,1,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_8471966c-6da5-47b7-9275-8de31d6c807b.png,2023-02-16T07:00:00+07:00,2023-07-01T07:00:00+07:00,2023-01-02T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016300,ae9a3576-23cb-42c2-9885-4cb1a4141799,True
535,ece07e7f-66f4-11ed-bbef-2e218cacb4ef,CRM (Customer Relationship Management) Reaction Officer,Disdukcapil Kota Surabaya,Layanan Pengaduan dengan Konsep Omnichannel Berbasis Customer Relationship Management,6,Kota Surabaya,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_47247993-97dc-483d-9e89-92768f1be113.png,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2023-01-11T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,056000,8a84800b-39b7-4045-a70a-ed431d2319a7,True
536,4a788e9b-6ed1-11ed-9cff-0278cb7f6574,CRM Marketing (Operation) - Intern,Bluebird Group,Belajar Birdsama Bluebird,1,"Mampang Prapatan, Jakarta Selatan, DKI Jakarta",OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_344c87cc-627d-46d8-a4cb-650b8e73d167.jpg,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-23T07:00:00+07:00,2023-01-13T07:00:00+07:00,20,,ac1f94db-56fa-4a5c-8cfa-5c6c67b3f1fb,True
537,3918f5b9-8c25-11ed-81aa-fac4d2e980ef,CRM Ops Intern,Zenius,Zenius Professionals Practice Program Angkatan 4,1,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_344946d7-f9c2-4c1e-8af0-646114c7d8ad.png,2023-02-13T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-22T07:00:00+07:00,2023-01-27T07:00:00+07:00,20,016300,261f4d66-aa98-41a5-a213-a079764411a7,True
538,79f075ba-6ef3-11ed-8b84-22d0c8df9d48,CRM Specialist,Sekolah.mu,BLENDED LEARNING EDUCATION INNOVATOR,1,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_c80c2219-0842-4ed0-91f6-31f13a51d45e.png,2023-02-20T07:00:00+07:00,2023-07-21T07:00:00+07:00,2023-01-16T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016300,c2bfb0e4-c49c-4e14-abf7-74d21f0aaa05,True
539,bef7e0fe-8015-11ed-8fbf-aa76604f701e,CRM WFM Support ,Home Credit Indonesia,Home Credit Apprenticeship  Program (HAP) 3.0 ,1,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_8471966c-6da5-47b7-9275-8de31d6c807b.png,2023-02-16T07:00:00+07:00,2023-07-01T07:00:00+07:00,2023-01-02T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016300,ae9a3576-23cb-42c2-9885-4cb1a4141799,True
540,aef4b26c-6b84-11ed-8225-d61b0e2692e7,Crystallure Digital Transformation Intern,Paragon Technology and Innovation,Marketing Directorate,1,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_d3457239-e70d-40d2-b628-218c94072cb0.png,2023-02-16T07:00:00+07:00,2023-07-01T07:00:00+07:00,2023-01-15T07:00:00+07:00,2023-02-10T07:00:00+07:00,20,016300,bcdcdee1-cef2-4ed7-b469-12a6ab2740fa,True
541,4e067c65-802e-11ed-899c-f6e17ff1bedb,Culture Design and Activation Intern,Telkomsel,Culture Design And Activation - Living AKHLAK Thru Action,1,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_50747a6b-6962-4e51-bfa6-406c27ebc6b6.png,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-26T07:00:00+07:00,2023-01-25T07:00:00+07:00,20,016300,162aef9f-4662-4465-82d8-7adf85a712f0,True
542,8c22a975-6eeb-11ed-8b84-22d0c8df9d48,Culture & Engagement Associate,Sekolah.mu,BLENDED LEARNING EDUCATION INNOVATOR,1,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_c80c2219-0842-4ed0-91f6-31f13a51d45e.png,2023-02-20T07:00:00+07:00,2023-07-21T07:00:00+07:00,2023-01-16T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016300,c2bfb0e4-c49c-4e14-abf7-74d21f0aaa05,True
543,7b7e936f-700c-11ed-83e6-668d7502ff5d,Culture & Engagement Intern,Shipper,Shipper Academy Internship Program Season 2.0,3,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_b76494ae-980d-4a68-9115-38613dc21698.png,2023-02-16T07:00:00+07:00,2023-07-01T07:00:00+07:00,2023-01-09T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016300,648a1e21-4b5d-4a2c-b02e-2ead74eae085,True
544,578ffd32-7f55-11ed-b9d2-ae9e72da6bb1,Curriculum Designer,Sebangku Games,Aktivitas 1 -  Pengembangan Platform Pembelajaran Literasi Anak,3,Kota Yogyakarta,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_57bf2cf6-61e6-45b0-9d84-47610a22952b.png,2023-02-10T07:00:00+07:00,2023-06-10T07:00:00+07:00,2023-01-10T07:00:00+07:00,2023-01-27T07:00:00+07:00,20,046000,a79ed31b-6180-41a7-87ce-9727630f5361,True
545,210028d1-6be0-11ed-9b00-0278cb7f6574,Curriculum Officer ,Schoters,Transformasi Start-Up Edutech Melalui Riset dan Inovasi,3,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_a741a688-4eca-41f9-8099-40d6986d6253.png,2023-02-16T07:00:00+07:00,2023-07-01T07:00:00+07:00,2022-12-01T07:00:00+07:00,2023-02-10T07:00:00+07:00,20,016300,29817ab5-be74-4c42-a223-a04eceae0eef,True
546,5a449fb3-60d7-11ed-aaab-4a119f027d25,Customare Care  - Jakarta,ASSA,ASTERIEX IV : First Journey to Become ASSA SPEED Racers!,2,Kota Jakarta Utara,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_e9d9b6c8-552b-47fd-a9da-24b9557bb28b.png,2023-02-20T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-11-15T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,016100,631c1888-6d99-43db-bfff-086dafc150c3,True
547,bd9b185e-6fae-11ed-ab38-feb214c74b66,Customer Acquisition and Business Development,YHC QuIP (Quality Internship Program),Integration in The Educational Ecosystem,10,Yogyakarta,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_36c92668-9a5e-4ef2-89e6-717e1c387010.png,2023-02-10T07:00:00+07:00,2023-07-10T07:00:00+07:00,2022-12-01T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,,054b69c6-e415-4e06-be7f-491f672a68b0,True
548,fb584450-6c8b-11ed-934e-964ca1abcf1b,CUSTOMER CARE,Alfamart,Optimalisasi layanan konsumen melalui channel email AlfaCare,4,Kota Tangerang,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_906ac76c-6666-4a66-a24f-7dabf0340dcf.jpg,2023-02-10T07:00:00+07:00,2023-06-10T07:00:00+07:00,2022-11-25T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,286100,313a80ac-21da-47fe-a999-e9d82b912be2,True
549,6d6e3c65-6c92-11ed-934e-964ca1abcf1b,Customer Engagement Specialist,Schoters,Transformasi Start-Up Edutech Melalui Riset dan Inovasi,10,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_a741a688-4eca-41f9-8099-40d6986d6253.png,2023-02-16T07:00:00+07:00,2023-07-01T07:00:00+07:00,2022-12-01T07:00:00+07:00,2023-02-10T07:00:00+07:00,20,016300,29817ab5-be74-4c42-a223-a04eceae0eef,True
550,1190cc98-8049-11ed-91e0-ae9e72da6bb1,Customer Experience Intern,Lazada,Program Magang Lazada Logistics Indonesia [Kelapa Gading] ,4,Kota Jakarta Utara,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_53a72f64-8e58-40c0-810d-1828e1b0aab1.jpg,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-21T07:00:00+07:00,2023-02-16T07:00:00+07:00,20,016100,aed64ced-1c3e-40f4-8c92-3fae1469cbc4,True
551,ad7acd78-54df-11ed-a443-0a3963f6cf56,Customer Experience Management Intern,XL Axiata,DYNAMIC SUSTAINABILITY PROGRAMS (OFFLINE INTERNSHIP),2,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_fa53cb75-1f5f-4bad-832b-4cf3dbbf28b5.jpg,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-20T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016300,c6eaa287-d3a3-4dc4-92b0-c3cabfe9a698,True
552,9fc6ce8a-7000-11ed-a7a1-0278cb7f6574,Customer Experience Strategic Intern,Shipper,Shipper Academy Internship Program Season 2.0,1,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_b76494ae-980d-4a68-9115-38613dc21698.png,2023-02-16T07:00:00+07:00,2023-07-01T07:00:00+07:00,2023-01-09T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016300,648a1e21-4b5d-4a2c-b02e-2ead74eae085,True
553,feade44a-6715-11ed-ab03-d2f881693fc9,Customer Relations Management,Rahsa Nusantara,Magang Lestari untuk Bumi dan Negeri Project,2,Kota Bandung,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_ccce4034-bb99-41f4-a031-6937064f5d3a.png,2023-02-16T07:00:00+07:00,2023-07-14T07:00:00+07:00,2022-12-01T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,026000,66c77515-2e44-4273-82d4-2fbf96dbd52b,True
554,2397465a-802a-11ed-91e0-ae9e72da6bb1,Customer Researcher,Home Credit Indonesia,Home Credit Apprenticeship  Program (HAP) 3.0 ,2,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_8471966c-6da5-47b7-9275-8de31d6c807b.png,2023-02-16T07:00:00+07:00,2023-07-01T07:00:00+07:00,2023-01-02T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016300,ae9a3576-23cb-42c2-9885-4cb1a4141799,True
555,032ff23e-6ff4-11ed-a7a1-0278cb7f6574,Customer Service,Bangbeli, Project-Based Learning Internship Bangbeli,6,Kota Malang,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_c75e82ed-0291-4702-be9a-43e96b6e253d.png,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2023-01-01T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,056100,28db6842-7383-42ba-80b7-bf02b8aac8f7,True
556,d0118a50-7002-11ed-ab38-feb214c74b66,Customer Service Agent Intern,Shipper,Shipper Academy Internship Program Season 2.0,2,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_b76494ae-980d-4a68-9115-38613dc21698.png,2023-02-16T07:00:00+07:00,2023-07-01T07:00:00+07:00,2023-01-09T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016300,648a1e21-4b5d-4a2c-b02e-2ead74eae085,True
557,8c30f998-6bed-11ed-acfa-feb214c74b66,Customer Service Analyst Intern,Paragon Technology and Innovation,Distribution (PARAMA),1,"Kota Yogyakarta, Kota Tegal, Kota Tangerang, Kota Jakarta Selatan",OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_d3457239-e70d-40d2-b628-218c94072cb0.png,2023-02-16T07:00:00+07:00,2023-07-01T07:00:00+07:00,2023-01-15T07:00:00+07:00,2023-02-10T07:00:00+07:00,20,,bcdcdee1-cef2-4ed7-b469-12a6ab2740fa,True
558,7dcf2ff0-810e-11ed-8c99-9aeeab388a33,CUSTOMER SERVICE ASSISTANT,PT Pegadaian - MAGENTA,PEGADAIAN MAGENTA - DIAMOND PROGRAM BATCH II,25,Kab. Banyumas,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_3478bc0c-4a54-444c-970f-cb457437025c.png,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-26T07:00:00+07:00,2023-01-19T07:00:00+07:00,20,030200,c50501ea-40d1-451c-a607-cdd668df8964,True
559,725f4b23-6b8c-11ed-8147-a2c3ec1c6e84,Customer Service Excellence Intern,Paragon Technology and Innovation,Distribution (PARAMA),1,"Kota Yogyakarta, Kota Tegal, Kota Tangerang, Kota Jakarta Selatan",OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_d3457239-e70d-40d2-b628-218c94072cb0.png,2023-02-16T07:00:00+07:00,2023-07-01T07:00:00+07:00,2023-01-15T07:00:00+07:00,2023-02-10T07:00:00+07:00,20,,bcdcdee1-cef2-4ed7-b469-12a6ab2740fa,True
560,59c23b3b-6c07-11ed-8441-22d0c8df9d48,Customer Service & Experience (Beyondly) Intern,Paragon Technology and Innovation,Paranova Directorate,1,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_d3457239-e70d-40d2-b628-218c94072cb0.png,2023-02-16T07:00:00+07:00,2023-07-01T07:00:00+07:00,2023-01-15T07:00:00+07:00,2023-02-10T07:00:00+07:00,20,,bcdcdee1-cef2-4ed7-b469-12a6ab2740fa,True
561,dbb3e35b-6198-11ed-aaab-4a119f027d25,Customer Service Operation,PT. AEON INDONESIA,Apprenticeship AEON Retail Sentul Branch,6,"Sentul, Bogor",OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_7f56cfa2-7e7c-4ee6-a643-432a187e674f.png,2023-02-16T07:00:00+07:00,2023-06-22T07:00:00+07:00,2022-12-15T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,,aca44337-020b-460d-b69c-cd586f6297bc,True
562,85b06efa-6191-11ed-9380-320b4c7afbe7,Customer Service Operation,PT. AEON INDONESIA,Apprenticeship AEON Retail Jakarta Garden City Branch,6,"Cakung, Jakarta Timur",OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_7f56cfa2-7e7c-4ee6-a643-432a187e674f.png,2023-02-16T07:00:00+07:00,2023-06-22T07:00:00+07:00,2022-12-15T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,,aca44337-020b-460d-b69c-cd586f6297bc,True
563,7f38dcfd-616f-11ed-9380-320b4c7afbe7,Customer Service Operation,PT. AEON INDONESIA,Apprenticeship AEON Retail BSD Branch,6,"Tangerang, Banten",OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_7f56cfa2-7e7c-4ee6-a643-432a187e674f.png,2023-02-16T07:00:00+07:00,2023-06-22T07:00:00+07:00,2022-12-15T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,,aca44337-020b-460d-b69c-cd586f6297bc,True
564,deac6baa-61a1-11ed-9380-320b4c7afbe7,Customer Service Retail,PT. AEON INDONESIA,Apprenticeship AEON Retail Tanjung Barat Branch,4,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_7f56cfa2-7e7c-4ee6-a643-432a187e674f.png,2023-02-16T07:00:00+07:00,2023-06-22T07:00:00+07:00,2022-12-15T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,016300,aca44337-020b-460d-b69c-cd586f6297bc,True
565,53da2f76-55ab-11ed-a443-0a3963f6cf56,Customer Service Ziswaf,LAZNAS LMI,Fundraising Management,2,Kota Surabaya,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_8bd22218-9063-455a-bf9e-b4a6ad421f9a.jpg,2023-02-16T07:00:00+07:00,2023-07-01T07:00:00+07:00,2022-12-15T07:00:00+07:00,2023-02-11T07:00:00+07:00,20,056000,c437ac76-e7de-4631-b0bd-c9fb0a710149,True
566,8aa9502f-6bef-11ed-934e-964ca1abcf1b,Customer Solution Analyst Intern,Paragon Technology and Innovation,Distribution (PARAMA),3,"Kota Yogyakarta, Kota Tegal, Kota Tangerang, Kota Jakarta Selatan",OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_d3457239-e70d-40d2-b628-218c94072cb0.png,2023-02-16T07:00:00+07:00,2023-07-01T07:00:00+07:00,2023-01-15T07:00:00+07:00,2023-02-10T07:00:00+07:00,20,,bcdcdee1-cef2-4ed7-b469-12a6ab2740fa,True
567,882a4631-6f74-11ed-8b84-22d0c8df9d48,Customer Support,IDCloudHost,Shaping A Cloud Digital Professional's Character (Sukabumi),10,Kab. Sukabumi,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_9c53001e-2c95-4566-a346-33b39d8c37da.png,2023-02-16T07:00:00+07:00,2023-07-01T07:00:00+07:00,2023-01-16T07:00:00+07:00,2023-02-10T07:00:00+07:00,20,020600,82e706c8-0da1-4aae-8901-34de2c3f8fd1,True
568,d807bf8f-8047-11ed-8fbf-aa76604f701e,Customer Value Managemenet Intern,Telkomsel,CVM Analysis To Create Marketing Strategy For B2B Customer,1,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_50747a6b-6962-4e51-bfa6-406c27ebc6b6.png,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-26T07:00:00+07:00,2023-01-25T07:00:00+07:00,20,016300,162aef9f-4662-4465-82d8-7adf85a712f0,True
569,3fad3551-657f-11ed-ac0b-96cc8f5beea7,Cutting ,PT. Pancaprima Ekabrothers,PEOPLE EMPOWERMENT (Business & Supporting Process),5,PT. Pancaprima Ekabrothers,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_dbac24fc-4c9d-413e-9fc1-6ccbc143c474.png,2023-02-10T07:00:00+07:00,2023-06-10T07:00:00+07:00,2022-12-20T07:00:00+07:00,2023-01-18T07:00:00+07:00,20,,5fe53b94-170e-4e48-99d7-3e82a6f5c18d,True
570,d378e776-55a6-11ed-8e0a-3642855f7e03,CVM Data Science & Analytics Intern,XL Axiata,DYNAMIC SUSTAINABILITY PROGRAMS (OFFLINE INTERNSHIP),2,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_fa53cb75-1f5f-4bad-832b-4cf3dbbf28b5.jpg,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-20T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016300,c6eaa287-d3a3-4dc4-92b0-c3cabfe9a698,True
571,62a0bcb9-6edb-11ed-9161-22d0c8df9d48,Cyber Security Analyst,Sekolah.mu,BLENDED LEARNING EDUCATION INNOVATOR,10,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_c80c2219-0842-4ed0-91f6-31f13a51d45e.png,2023-02-20T07:00:00+07:00,2023-07-21T07:00:00+07:00,2023-01-16T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016300,c2bfb0e4-c49c-4e14-abf7-74d21f0aaa05,True
572,9996b3c0-635c-11ed-8ffa-4eaca8c1bf53,CYBER SECURITY For Front End & Back End,M-Knows Consulting,Kampus Gratis Apps - Platform Kuliah Gratis S1 & D1 bagi Kaum Marjinal di Indonesia,6,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_942d9672-8cf9-4b06-ac86-ab4aa197d01f.png,2023-02-16T07:00:00+07:00,2023-07-01T07:00:00+07:00,2023-01-20T07:00:00+07:00,2023-02-10T07:00:00+07:00,20,016300,e11d086f-a5f6-4a48-b9de-0cab5d5f5960,True
573,5fd233ac-803c-11ed-b375-2603a0457f29,Cyber Security Intern,Telkomsel,Security Event Monitoring And Cyber Security Analysis,2,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_50747a6b-6962-4e51-bfa6-406c27ebc6b6.png,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-26T07:00:00+07:00,2023-01-25T07:00:00+07:00,20,016300,162aef9f-4662-4465-82d8-7adf85a712f0,True
574,53e16074-6f82-11ed-9576-62d54cabf853,Cyber Security Officer,Solo Technopark,Strategic Taskforce Pengembangan Role Model Technopark Nasional,2,Kota Surakarta,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_9dc50109-6499-4b1d-ad4d-eb471090c6f6.jpg,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2023-01-10T07:00:00+07:00,2023-01-27T07:00:00+07:00,20,036100,0df2977a-0d02-45c9-ae59-5530a64acfed,True
575,2e840472-715e-11ed-aa1c-260399e19f34,Cyber Security Officer ,Halodoc,Halodoc untuk Indonesia Batch 4,3,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_1cab729c-c40b-4d3a-8a5f-2c3364b67a70.png,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2023-01-16T07:00:00+07:00,2023-02-09T07:00:00+07:00,20,016300,da538c4b-2c54-4b98-85c8-35225e2d12df,True
576,c4b57343-80df-11ed-be97-9aeeab388a33,CY - Community Development Analyst,Kompas Gramedia,Kompas Gramedia - Growth Center: Services Enhancement To Help People Be Their Best Version,4,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_df1a48c4-c272-4def-9ca5-0f905ac03742.png,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-26T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016000,c8bece01-8738-4a37-90f9-3d0302da1cd7,True
577,fe113bd6-60dc-11ed-9958-e6768c594c9c,D2D Officer - JBA (Jakarta),ASSA,ASTERIEX IV : First Journey to Become ASSA SPEED Racers!,1,Kota Jakarta Utara,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_e9d9b6c8-552b-47fd-a9da-24b9557bb28b.png,2023-02-20T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-11-15T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,016100,631c1888-6d99-43db-bfff-086dafc150c3,True
578,28717594-808d-11ed-b375-2603a0457f29,DA - Edu Tech (Creative Event Officer),Kompas Gramedia,"Kompas Gramedia - Dyandra: MICE (Meetings, Incentives, Conferences, Exhibitions) ",2,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_df1a48c4-c272-4def-9ca5-0f905ac03742.png,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-26T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016000,c8bece01-8738-4a37-90f9-3d0302da1cd7,True
