Nomor_Mitra,ID_Posisi,Nama_Posisi,Nama_Mitra,Nama_Kegiatan,Kuota_Posisi,Lokasi_Bekerja,Tipe_Aktivitas,URL_Logo,Mulai_Periode,Berakhir_Periode,Mulai_Pendaftaran,Berakhir_Pendaftaran,SKS_Diberikan,Kode_Lokasi,ID_Mitra,Kegiatan_Bersertifikat
477,32318872-8134-11ed-8834-ae9e72da6bb1,Content Writer,Mamminasata Land,Pegembangan Villa & Resort Daar El-Fatih,5,Kota Makassar,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_77533b48-a827-4257-a2fe-bb8daa1eb2b3.jpg,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-20T07:00:00+07:00,2023-01-27T07:00:00+07:00,20,196000,fd72409f-67e6-41cf-82a2-0b252b333ef3,True
478,e62cfefc-7f53-11ed-b9d2-ae9e72da6bb1,Content Writer ,Sebangku Games,Aktivitas 1 -  Pengembangan Platform Pembelajaran Literasi Anak,2,Kota Yogyakarta,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_57bf2cf6-61e6-45b0-9d84-47610a22952b.png,2023-02-10T07:00:00+07:00,2023-06-10T07:00:00+07:00,2023-01-10T07:00:00+07:00,2023-01-27T07:00:00+07:00,20,046000,a79ed31b-6180-41a7-87ce-9727630f5361,True
479,3076dee2-7062-11ed-8312-feb214c74b66,Content Writer ,Citiasia Inc.,Smart Cities & Smart enterprises: Co-Creation Solution & Innovation Development Internship Programs ,6,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_53530d4e-b597-4989-ba93-d03aeb8da921.png,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-29T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016300,1d463f4f-bcd8-4125-87a9-e0c00f5328dc,True
480,bc7f4d07-8133-11ed-979c-f6e17ff1bedb,Content Writer & Copywriter Intern,Blibli.com,Project Bimasakti : Strategic Internal & External Communication And Talent Acquisition,3,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_324111c6-f4b2-4b51-a98f-e42c08d0ca5b.png,2023-02-13T07:00:00+07:00,2023-06-13T07:00:00+07:00,2023-01-02T07:00:00+07:00,2023-01-23T07:00:00+07:00,20,016000,508a13b3-ad8d-410d-8c64-8e1e9c154cf8,True
481,c83d8dec-64e0-11ed-8e15-4eaca8c1bf53,Content Writer Intern,Orbit Future Academy, Orbit 4 Indonesia Internship Program,3,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_58c94cca-97a8-4618-a010-5296281e0222.jpg,2023-02-10T07:00:00+07:00,2023-07-10T07:00:00+07:00,2022-11-15T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,016300,0be8abbc-2642-42b4-9ca5-4d33f4704a94,True
482,53817f6b-670b-11ed-9ad9-5a2f049e0a05,Content Writer Marketplace,Erajaya,Lets Grow with Erajaya,2,Kota Jakarta Barat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_4b68b978-babc-4555-b29d-ac9ca4fe7af5.png,2023-02-16T07:00:00+07:00,2023-06-16T07:00:00+07:00,2022-12-23T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016200,a748af00-6fc5-44c8-a820-fda83886973c,True
483,9beaa9ba-8032-11ed-8fbf-aa76604f701e,Continous Improvement Support Intern,Lazada,Program Magang Lazada Logistics Indonesia [Kelapa Gading] ,1,Kota Jakarta Utara,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_53a72f64-8e58-40c0-810d-1828e1b0aab1.jpg,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-21T07:00:00+07:00,2023-02-16T07:00:00+07:00,20,016100,aed64ced-1c3e-40f4-8c92-3fae1469cbc4,True
484,1e7a02bb-6b01-11ed-8147-a2c3ec1c6e84,Continuous Improvement,PT Bumitama Gunajaya Agro,Officer Development Program,3,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_629f2eb8-a747-4cee-a5c3-e27c8a8ec63e.png,2023-02-13T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-01T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016300,8816b5f5-7f39-459c-ba0c-86996423c5e5,True
485,fe23c1ec-73a0-11ed-b861-bedce895e903,Contract Logistic Intern,Shipper,Shipper Academy Internship Program Season 2.0,1,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_b76494ae-980d-4a68-9115-38613dc21698.png,2023-02-16T07:00:00+07:00,2023-07-01T07:00:00+07:00,2023-01-09T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016300,648a1e21-4b5d-4a2c-b02e-2ead74eae085,True
486,f70a1900-7478-11ed-b861-bedce895e903,COO Office Intern,Shipper,Shipper Academy Internship Program Season 2.0,3,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_b76494ae-980d-4a68-9115-38613dc21698.png,2023-02-16T07:00:00+07:00,2023-07-01T07:00:00+07:00,2023-01-09T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016300,648a1e21-4b5d-4a2c-b02e-2ead74eae085,True
487,29eb8713-6714-11ed-ab03-d2f881693fc9,Copywriter,Rahsa Nusantara,Magang Lestari untuk Bumi dan Negeri Project,1,Kota Bandung,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_ccce4034-bb99-41f4-a031-6937064f5d3a.png,2023-02-16T07:00:00+07:00,2023-07-14T07:00:00+07:00,2022-12-01T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,026000,66c77515-2e44-4273-82d4-2fbf96dbd52b,True
488,7dbf010c-8057-11ed-bcd8-aa76604f701e,Copywriter,Vidio,Peningkatan Kualitas Product Dari Segi Product Management Dan Design Dari Aplikasi Vidio,1,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_805c82cb-fe4b-47f2-8cbf-054b6e40cb33.png,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2023-01-16T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016000,8bb8fd87-8e0e-41b8-bcc4-a924fbae04f9,True
489,14e9029c-56a9-11ed-8561-8abdbdadcb9f,Copywriter,LAZNAS LMI,Social Media Team,2,Kota Surabaya,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_8bd22218-9063-455a-bf9e-b4a6ad421f9a.jpg,2023-02-16T07:00:00+07:00,2023-07-01T07:00:00+07:00,2022-12-15T07:00:00+07:00,2023-02-11T07:00:00+07:00,20,,c437ac76-e7de-4631-b0bd-c9fb0a710149,True
490,f2f9b476-81bd-11ed-afe6-e28bf6b6d14d,Copywriter,VOCASIA,Vocasia Internship Professional Edutech Program,5,Kota Jakarta Timur,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_47596fd8-2b46-4ad8-8a00-392d7c8107a2.png,2023-02-10T07:00:00+07:00,2023-06-10T07:00:00+07:00,2022-12-28T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,016400,77cde2f6-fa33-4932-8847-83b3414b1877,True
491,10d99398-6949-11ed-b37a-5a2f049e0a05,Copy Writer,Metrodata Academy,Metrodata Academy Ecosystem ,2,Kota Jakarta Barat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_1f813afe-a2cc-4a94-805e-109cba5a6a5d.png,2023-02-16T07:00:00+07:00,2023-07-01T07:00:00+07:00,2022-01-13T07:00:00+07:00,2023-02-10T07:00:00+07:00,20,016200,88c462bc-fe40-410a-9d2a-5264c0f50950,True
492,c9a91d88-657d-11ed-ac0b-96cc8f5beea7,Copywriter Intern,Zenius,Zenius Professionals Practice Program Angkatan 4,4,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_344946d7-f9c2-4c1e-8af0-646114c7d8ad.png,2023-02-13T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-22T07:00:00+07:00,2023-01-27T07:00:00+07:00,20,016300,261f4d66-aa98-41a5-a213-a079764411a7,True
493,9630584b-6c06-11ed-9b00-0278cb7f6574,Copywriter Intern,Paragon Technology and Innovation,Paranova Directorate,1,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_d3457239-e70d-40d2-b628-218c94072cb0.png,2023-02-16T07:00:00+07:00,2023-07-01T07:00:00+07:00,2023-01-15T07:00:00+07:00,2023-02-10T07:00:00+07:00,20,,bcdcdee1-cef2-4ed7-b469-12a6ab2740fa,True
494,d14dea7d-6b3a-11ed-98f2-a6bfdab34a31,Copy Writer & Media Relation Intern,Paragon Technology and Innovation,Human Resources Corporate Affairs Directorate,1,Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_d3457239-e70d-40d2-b628-218c94072cb0.png,2023-02-16T07:00:00+07:00,2023-07-01T07:00:00+07:00,2023-01-15T07:00:00+07:00,2023-02-10T07:00:00+07:00,20,,bcdcdee1-cef2-4ed7-b469-12a6ab2740fa,True
495,38a5d22a-6ef6-11ed-9576-62d54cabf853,Copywriting and Content Writer Officer ,Solo Technopark,Strategic Taskforce Pengembangan Role Model Technopark Nasional,2,Kota Surakarta,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_9dc50109-6499-4b1d-ad4d-eb471090c6f6.jpg,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2023-01-10T07:00:00+07:00,2023-01-27T07:00:00+07:00,20,036100,0df2977a-0d02-45c9-ae59-5530a64acfed,True
496,ed0114a8-54e0-11ed-8e0a-3642855f7e03,Core & Fiberaztion Project Intern,XL Axiata,DYNAMIC SUSTAINABILITY PROGRAMS (OFFLINE INTERNSHIP),5,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_fa53cb75-1f5f-4bad-832b-4cf3dbbf28b5.jpg,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-20T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016300,c6eaa287-d3a3-4dc4-92b0-c3cabfe9a698,True
497,8e7ba1aa-8042-11ed-bf55-e28bf6b6d14d,Core System Analyst,Home Credit Indonesia,Home Credit Apprenticeship  Program (HAP) 3.0 ,2,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_8471966c-6da5-47b7-9275-8de31d6c807b.png,2023-02-16T07:00:00+07:00,2023-07-01T07:00:00+07:00,2023-01-02T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016300,ae9a3576-23cb-42c2-9885-4cb1a4141799,True
498,4bc0fb24-6baf-11ed-98f2-a6bfdab34a31,Corporate Banking Strategy Intern,Bank CIMB Niaga,Corporate Banking Strategy Intern (COBA),3,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_de215b33-560a-4fc0-b322-6d9cc3b3a0b1.png,2023-02-10T07:00:00+07:00,2023-07-10T07:00:00+07:00,2022-12-20T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,016300,7ee6d215-9ad2-4565-81c1-555e8efb1360,True
499,832160be-54d5-11ed-8e0a-3642855f7e03,Corporate Communication & CSR Intern,Nusantara Infrastructure,Nusantara All Division ,1,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_38539944-f328-4d58-bef3-1d8a97f607e4.jpg,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-15T07:00:00+07:00,2023-02-11T07:00:00+07:00,20,,33c404bb-b227-4a65-85dc-9fe9cf434e1e,True
500,1daea319-8590-11ed-a5b3-36fb96982c30,Corporate Communication Intern,XL Axiata,DYNAMIC SUSTAINABILITY PROGRAMS (OFFLINE INTERNSHIP),2,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_fa53cb75-1f5f-4bad-832b-4cf3dbbf28b5.jpg,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-20T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016300,c6eaa287-d3a3-4dc4-92b0-c3cabfe9a698,True
501,f1cb16a2-54d6-11ed-b209-b250481d78c3,Corporate Communication Intern (Graphic Designer),Nusantara Infrastructure,Nusantara All Division ,1,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_38539944-f328-4d58-bef3-1d8a97f607e4.jpg,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-15T07:00:00+07:00,2023-02-11T07:00:00+07:00,20,,33c404bb-b227-4a65-85dc-9fe9cf434e1e,True
502,369ebd2f-70b0-11ed-83e6-668d7502ff5d,Corporate Communications,ELZATTA DAUKY,Peran Gen Z untuk Indonesia,1,"Kec. Bandung Kulon, Kota Bandung, Jawa Barat",OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_f4582b8f-c088-4d57-95d8-9a370f5c9224.png,2023-02-10T07:00:00+07:00,2023-06-10T07:00:00+07:00,2022-12-01T07:00:00+07:00,2022-12-31T07:00:00+07:00,20,,5fb33177-7656-4eac-b184-9a187592a4e4,True
503,8ea53811-6fbb-11ed-ab38-feb214c74b66,Corporate Communications Intern,PT Petrokimia Gresik,Petrokimia Undergraduate Apprenticeship Program Cycle 4,3,Kab. Gresik,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_87fed9ce-8cc7-4c55-8727-1c02a5030d20.png,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-20T07:00:00+07:00,2023-01-06T07:00:00+07:00,20,050100,bc27aac3-8e3f-4016-9b18-cdbfa26746d8,True
504,b18c3c6e-6f9c-11ed-8b84-22d0c8df9d48,Corporate Finance Intern,PT Petrokimia Gresik,Petrokimia Undergraduate Apprenticeship Program Cycle 4,6,Kab. Gresik,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_87fed9ce-8cc7-4c55-8727-1c02a5030d20.png,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-20T07:00:00+07:00,2023-01-06T07:00:00+07:00,20,050100,bc27aac3-8e3f-4016-9b18-cdbfa26746d8,True
505,4ec5d25d-709c-11ed-8ea0-7e8ddab09462,Corporate Internship,Gojek Indonesia ,Corporate Internship  -  GoTo  Internship Merdeka,35,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_14c646dc-e9fd-4749-9427-900b22099835.png,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-20T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016300,5b648a00-1673-41a4-92be-d934b0c09a94,True
506,2b9f496b-714b-11ed-8ea0-7e8ddab09462,Corporate Planning & Legal Office -  Corporate Planning & Legal Office,Toyota Indonesia,Toyota Internship Program,1,"Sunter, Jakarta Utara & Karawang, Jawa Barat",OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_9ec83d03-8bed-47be-94f2-60e034c180c4.png,2023-02-08T07:00:00+07:00,2023-08-07T07:00:00+07:00,2022-12-19T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,,52ec1191-2559-49fb-972c-abef2629cdbc,True
507,e02ea693-714d-11ed-9cbe-1e3ea0f14f5d,Corporate Planning & Legal Office -  Crisis Centre Intern,Toyota Indonesia,Toyota Internship Program,1,"Sunter, Jakarta Utara & Karawang, Jawa Barat",OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_9ec83d03-8bed-47be-94f2-60e034c180c4.png,2023-02-08T07:00:00+07:00,2023-08-07T07:00:00+07:00,2022-12-19T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,,52ec1191-2559-49fb-972c-abef2629cdbc,True
508,9193bf65-714d-11ed-9cbe-1e3ea0f14f5d,Corporate Planning & Legal Office - Legal Intern,Toyota Indonesia,Toyota Internship Program,2,"Sunter, Jakarta Utara & Karawang, Jawa Barat",OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_9ec83d03-8bed-47be-94f2-60e034c180c4.png,2023-02-08T07:00:00+07:00,2023-08-07T07:00:00+07:00,2022-12-19T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,,52ec1191-2559-49fb-972c-abef2629cdbc,True
509,6a5bc692-714e-11ed-9cbe-1e3ea0f14f5d,"Corporate Planning & Legal Office - Risk Management, Compliance, and Corporate Value Intern",Toyota Indonesia,Toyota Internship Program,1,"Sunter, Jakarta Utara & Karawang, Jawa Barat",OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_9ec83d03-8bed-47be-94f2-60e034c180c4.png,2023-02-08T07:00:00+07:00,2023-08-07T07:00:00+07:00,2022-12-19T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,,52ec1191-2559-49fb-972c-abef2629cdbc,True
510,2fa4d08d-714c-11ed-9cbe-1e3ea0f14f5d,Corporate Planning & Legal Office - Strategic Planning & Alignment Intern,Toyota Indonesia,Toyota Internship Program,1,"Sunter, Jakarta Utara & Karawang, Jawa Barat",OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_9ec83d03-8bed-47be-94f2-60e034c180c4.png,2023-02-08T07:00:00+07:00,2023-08-07T07:00:00+07:00,2022-12-19T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,,52ec1191-2559-49fb-972c-abef2629cdbc,True
511,9763208d-6b00-11ed-8225-d61b0e2692e7,Corporate Planning & Policy,Fiber Optik,"Menyusun  Kontrak Manajemen (KM), Business Plan, OKR",1,Kota Jakarta Barat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_c3c101e7-b663-416a-a790-2dd9579ce26b.png,2023-02-10T07:00:00+07:00,2023-06-10T07:00:00+07:00,2023-01-01T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016200,1e0ec8f0-0d3a-4fb3-a058-ec5b73eaa31c,True
512,936e689d-8034-11ed-899c-f6e17ff1bedb,Corporate Sales Planning & Business Development Intern,Telkomsel,Create & Orchestrate Digital Business Scheme For Enterprise,2,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_50747a6b-6962-4e51-bfa6-406c27ebc6b6.png,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-26T07:00:00+07:00,2023-01-25T07:00:00+07:00,20,016300,162aef9f-4662-4465-82d8-7adf85a712f0,True
513,99b4d178-8590-11ed-a5b3-36fb96982c30,Corporate Secretary Intern,XL Axiata,DYNAMIC SUSTAINABILITY PROGRAMS (OFFLINE INTERNSHIP),1,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_fa53cb75-1f5f-4bad-832b-4cf3dbbf28b5.jpg,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-20T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016300,c6eaa287-d3a3-4dc4-92b0-c3cabfe9a698,True
514,727ba7f6-54d7-11ed-a443-0a3963f6cf56,Corporate Secretary Intern,Nusantara Infrastructure,Nusantara All Division ,1,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_38539944-f328-4d58-bef3-1d8a97f607e4.jpg,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-15T07:00:00+07:00,2023-02-11T07:00:00+07:00,20,,33c404bb-b227-4a65-85dc-9fe9cf434e1e,True
515,2fb5fce6-6b3a-11ed-8147-a2c3ec1c6e84,Corporate Social & Responsibility (CSR) Intern,Paragon Technology and Innovation,Human Resources Corporate Affairs Directorate,3,Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_d3457239-e70d-40d2-b628-218c94072cb0.png,2023-02-16T07:00:00+07:00,2023-07-01T07:00:00+07:00,2023-01-15T07:00:00+07:00,2023-02-10T07:00:00+07:00,20,,bcdcdee1-cef2-4ed7-b469-12a6ab2740fa,True
516,7a333628-6eb8-11ed-86a1-563600033649,Corporate Strategy,Bank BRI,"BRIvolution 2.0, Corporate Strategy Evaluation 2023",2,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_00172b9d-6bad-44f8-8a71-88f513dda24c.png,2023-02-10T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-01T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,016000,a78798fb-cfe4-4e23-9d42-a09881f6bf9c,True
517,20cc9f5c-7549-11ed-b2a2-1a198d2f4c14,Corporate Strategy Intern,Traveloka,Traveloka Internship Program,1,Kab. Tangerang,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_1c20cb68-13bc-474d-8c50-9bb233cddef6.png,2023-02-13T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-12T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,,38b1780f-5eac-4fb2-922b-a38c739477e3,True
518,c889dc79-9629-11ed-9a3d-fa505719a70f,Corporate Strategy Officer,Schoters,Transformasi Start-Up Edutech Melalui Riset dan Inovasi,5,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_a741a688-4eca-41f9-8099-40d6986d6253.png,2023-02-16T07:00:00+07:00,2023-07-01T07:00:00+07:00,2022-12-01T07:00:00+07:00,2023-02-10T07:00:00+07:00,20,016300,29817ab5-be74-4c42-a223-a04eceae0eef,True
519,d06e95a5-7e9e-11ed-bfb0-2615bc75a6a3,CPP Supervisor,Berau Coal,"19 : Supervision, Analysis & Reporting Coal Processing Plant BMO 1",2,Kab. Berau,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_2ff77b56-98de-4831-a033-f819bb3d605c.jpg,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-17T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,160300,ec0dd4db-c8de-4171-8079-46070738ce4a,True
520,49411437-6fa0-11ed-83fd-7e8ddab09462,Creative Assistant (Creative & Production),Surya Citra Media - EMTEK Group,SIP (SCM Internship Program),2,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_4c560d1a-0e74-4525-9d9c-4feb95a08b71.png,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-01T07:00:00+07:00,2023-02-16T07:00:00+07:00,20,016000,b409663d-e067-46e0-81d9-eb4fff33f45f,True
521,2992a75b-6fa6-11ed-a7a1-0278cb7f6574,Creative (Creative & Production),Surya Citra Media - EMTEK Group,SIP (SCM Internship Program),4,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_4c560d1a-0e74-4525-9d9c-4feb95a08b71.png,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-01T07:00:00+07:00,2023-02-16T07:00:00+07:00,20,016000,b409663d-e067-46e0-81d9-eb4fff33f45f,True
522,5540240e-8135-11ed-86a1-2615bc75a6a3,Creative Designer Intern,Blibli.com,Project Bimasakti : Strategic Internal & External Communication And Talent Acquisition,1,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_324111c6-f4b2-4b51-a98f-e42c08d0ca5b.png,2023-02-13T07:00:00+07:00,2023-06-13T07:00:00+07:00,2023-01-02T07:00:00+07:00,2023-01-23T07:00:00+07:00,20,016000,508a13b3-ad8d-410d-8c64-8e1e9c154cf8,True
523,9f3f366e-6653-11ed-9ad9-5a2f049e0a05,Creative Graphic Design Intern,Bank CIMB Niaga,Employer Branding Project,2,Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_de215b33-560a-4fc0-b322-6d9cc3b3a0b1.png,2023-02-10T07:00:00+07:00,2023-07-10T07:00:00+07:00,2022-12-20T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,,7ee6d215-9ad2-4565-81c1-555e8efb1360,True
524,3fd79b95-64e3-11ed-8ebb-320b4c7afbe7,Creative Intern for Orbit Global Alliances,Orbit Future Academy, Orbit 4 Indonesia Internship Program,1,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_58c94cca-97a8-4618-a010-5296281e0222.jpg,2023-02-10T07:00:00+07:00,2023-07-10T07:00:00+07:00,2022-11-15T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,016300,0be8abbc-2642-42b4-9ca5-4d33f4704a94,True
525,128ffa7c-6f95-11ed-9576-62d54cabf853,Creative Marketing Intern,Bluebird Group,Belajar Birdsama Bluebird,3,"Mampang Prapatan, Jakarta Selatan, DKI Jakarta",OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_344c87cc-627d-46d8-a4cb-650b8e73d167.jpg,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-23T07:00:00+07:00,2023-01-13T07:00:00+07:00,20,,ac1f94db-56fa-4a5c-8cfa-5c6c67b3f1fb,True
526,3d86545d-6b8b-11ed-a22e-c63f61abb566,Creative (Powerhouse Innovation) Intern,Paragon Technology and Innovation,Product Innovation and Development Directorate,1,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_d3457239-e70d-40d2-b628-218c94072cb0.png,2023-02-16T07:00:00+07:00,2023-07-01T07:00:00+07:00,2023-01-15T07:00:00+07:00,2023-02-10T07:00:00+07:00,20,016300,bcdcdee1-cef2-4ed7-b469-12a6ab2740fa,True
527,115815b6-6fbb-11ed-b6f6-62d54cabf853,Creative (Social Media),Surya Citra Media - EMTEK Group,SIP (SCM Internship Program),2,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_4c560d1a-0e74-4525-9d9c-4feb95a08b71.png,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-01T07:00:00+07:00,2023-02-16T07:00:00+07:00,20,016000,b409663d-e067-46e0-81d9-eb4fff33f45f,True
