Nomor_Mitra,ID Posisi,Nama Posisi,Nama Mitra,Nama Kegiatan,Quota Posisi,Lokasi Bekerja,Tipe Aktivitas,URL Logo,Mulai Periode,Berakhir Periode,Mulai Pendaftaran,Berakhir Pendaftaran,SKS Diberikan,Kode Lokasi,ID Mitra,Kegiatan Bersertifikat
278,36755762-647d-11ed-b5cc-0a223dcf0f66,Drafter Intern,Erajaya,Lets Grow with Erajaya,5,Kota Jakarta Barat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_4b68b978-babc-4555-b29d-ac9ca4fe7af5.png,2023-02-16T07:00:00+07:00,2023-06-16T07:00:00+07:00,2022-12-23T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016200,a748af00-6fc5-44c8-a820-fda83886973c,True
279,d6596265-6723-11ed-ab03-d2f881693fc9,EBB Branding Specialist,Bank CIMB Niaga,EBB Branding Project,4,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_de215b33-560a-4fc0-b322-6d9cc3b3a0b1.png,2023-02-10T07:00:00+07:00,2023-07-10T07:00:00+07:00,2022-12-20T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,016300,7ee6d215-9ad2-4565-81c1-555e8efb1360,True
280,13e5c929-7481-11ed-84f4-260399e19f34,E-commerce Enablement Services Intern,Shipper,Shipper Academy Internship Program Season 2.0,2,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_b76494ae-980d-4a68-9115-38613dc21698.png,2023-02-16T07:00:00+07:00,2023-07-01T07:00:00+07:00,2023-01-09T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016300,648a1e21-4b5d-4a2c-b02e-2ead74eae085,True
281,e6d48818-4f5a-11ed-a953-c28fdeb2b454,E-Commerce Marketing,dr. Mekanik Academy,BANDUNG SPEED GARAGE,2,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_14a64f25-841d-4162-8a8e-f6793d5882f1.png,2023-02-10T07:00:00+07:00,2023-07-31T07:00:00+07:00,2022-11-15T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016300,51eebb91-c684-4d2c-a4bb-b1784a3be41a,True
282,a7c194fd-6008-11ed-b7c7-aaf123262558,Economics Subject Research Intern,Zenius,Zenius Professionals Practice Program Angkatan 4,2,Kota Jakarta Selatan,BLENDED,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_344946d7-f9c2-4c1e-8af0-646114c7d8ad.png,2023-02-13T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-22T07:00:00+07:00,2023-01-27T07:00:00+07:00,20,016300,261f4d66-aa98-41a5-a213-a079764411a7,True
283,a4a8907d-6fbe-11ed-ab38-feb214c74b66,Editor (Content & Channel),Surya Citra Media - EMTEK Group,SIP (SCM Internship Program),1,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_4c560d1a-0e74-4525-9d9c-4feb95a08b71.png,2023-02-01T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-01T07:00:00+07:00,2023-02-01T07:00:00+07:00,20,016000,b409663d-e067-46e0-81d9-eb4fff33f45f,True
284,1fa515be-6fb0-11ed-9576-62d54cabf853,Editor (Creative & Production),Surya Citra Media - EMTEK Group,SIP (SCM Internship Program),2,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_4c560d1a-0e74-4525-9d9c-4feb95a08b71.png,2023-02-01T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-01T07:00:00+07:00,2023-02-01T07:00:00+07:00,20,016000,b409663d-e067-46e0-81d9-eb4fff33f45f,True
285,51e625a2-6fbf-11ed-ab38-feb214c74b66,Editor (News Gathering & Biro),Surya Citra Media - EMTEK Group,SIP (SCM Internship Program),3,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_4c560d1a-0e74-4525-9d9c-4feb95a08b71.png,2023-02-01T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-01T07:00:00+07:00,2023-02-01T07:00:00+07:00,20,016000,b409663d-e067-46e0-81d9-eb4fff33f45f,True
286,701139cb-6fb9-11ed-a7a1-0278cb7f6574,Editor (Social Media),Surya Citra Media - EMTEK Group,SIP (SCM Internship Program),2,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_4c560d1a-0e74-4525-9d9c-4feb95a08b71.png,2023-02-01T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-01T07:00:00+07:00,2023-02-01T07:00:00+07:00,20,016000,b409663d-e067-46e0-81d9-eb4fff33f45f,True
287,60343295-8043-11ed-8fbf-aa76604f701e,Educational Content Development,INASTEK,Pengembangan Pembelajaran Sirkular Ekonomi Pertanian Terpadu Dan Pengolahan Sampah Plastik,4,Kab. Sleman,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_fdf76848-5751-4f24-8eed-31bce0d85818.png,2023-02-10T07:00:00+07:00,2023-07-10T07:00:00+07:00,2022-12-21T07:00:00+07:00,2023-01-04T07:00:00+07:00,20,040200,6af7cd4d-9305-48f4-85ac-e8d5e2c64b34,True
288,e1963c67-64dc-11ed-b5cc-0a223dcf0f66,E-learning Content Creator Intern,Orbit Future Academy, Orbit 4 Indonesia Internship Program,5,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_58c94cca-97a8-4618-a010-5296281e0222.jpg,2023-02-10T07:00:00+07:00,2023-07-10T07:00:00+07:00,2022-11-15T07:00:00+07:00,2023-01-10T07:00:00+07:00,20,016300,0be8abbc-2642-42b4-9ca5-4d33f4704a94,True
289,16630686-6495-11ed-8ebb-320b4c7afbe7,Electrical and Instrumentation Engineer,Methanol Plant,"Aktifitas 2- Evaluasi Strategi Penurunan Emisi dalam Proses Produksi Methanol dengan memanfaatkan renewable energy dan optimasi permesinan, untuk mendukung target Net Zero Emission pada tahun 2060",2,Kota Bontang,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_89d550ad-f9dd-49b3-9cb2-b6d72b4424b8.jpg,2023-03-01T07:00:00+07:00,2023-07-31T07:00:00+07:00,2022-12-15T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,166300,855bad44-e400-4a84-9210-e1444742fb9b,True
290,5398821f-63e2-11ed-b5cc-0a223dcf0f66,Electrical and Instrumentation Engineer,Methanol Plant,Aktifitas 1- Evaluasi Strategi Efisiensi Sumber Daya dalam Proses Produksi Methanol untuk mencapai PROPER Emas PT. KMI pada tahun 2023.,2,Kota Bontang,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_89d550ad-f9dd-49b3-9cb2-b6d72b4424b8.jpg,2023-03-01T07:00:00+07:00,2023-07-31T07:00:00+07:00,2022-12-15T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,166300,855bad44-e400-4a84-9210-e1444742fb9b,True
291,5b0e195b-801d-11ed-8fbf-aa76604f701e,Electrical Engineer,INASTEK,Pengembangan Pembelajaran Sirkular Ekonomi Pertanian Terpadu Dan Pengolahan Sampah Plastik,2,Kab. Sleman,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_fdf76848-5751-4f24-8eed-31bce0d85818.png,2023-02-10T07:00:00+07:00,2023-07-10T07:00:00+07:00,2022-12-21T07:00:00+07:00,2023-01-04T07:00:00+07:00,20,040200,6af7cd4d-9305-48f4-85ac-e8d5e2c64b34,True
292,515d90ce-6b14-11ed-98f2-a6bfdab34a31,Electrical & Instrument Engineering Assistant,PT Bumitama Gunajaya Agro,Planter Development Program,2,Kab. Kotawaringin Timur,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_629f2eb8-a747-4cee-a5c3-e27c8a8ec63e.png,2023-02-06T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-01T07:00:00+07:00,2023-01-15T07:00:00+07:00,20,140400,8816b5f5-7f39-459c-ba0c-86996423c5e5,True
293,f84cc433-6fa3-11ed-ab38-feb214c74b66,Electrical Intern,PT Petrokimia Gresik,Petrokimia Undergraduate Apprenticeship Program Cycle 4,3,Kab. Gresik,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_87fed9ce-8cc7-4c55-8727-1c02a5030d20.png,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-20T07:00:00+07:00,2023-01-06T07:00:00+07:00,20,050100,bc27aac3-8e3f-4016-9b18-cdbfa26746d8,True
294,cb5fda1c-8060-11ed-bf55-e28bf6b6d14d,Electrical Production Staff,INASTEK,Pengembangan Pembelajaran Sirkular Ekonomi Pertanian Terpadu Dan Pengolahan Sampah Plastik,2,Kab. Sleman,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_fdf76848-5751-4f24-8eed-31bce0d85818.png,2023-02-10T07:00:00+07:00,2023-07-10T07:00:00+07:00,2022-12-21T07:00:00+07:00,2023-01-04T07:00:00+07:00,20,040200,6af7cd4d-9305-48f4-85ac-e8d5e2c64b34,True
295,cdbfa9f3-5664-11ed-92ba-cac009710b2f,Electronic Pro Merchandiser Officer,Trans Retail Indonesia,Learning Management di Head Office,5,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_46424d48-bf41-43aa-89dd-e8702beb2f80.jpg,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-01T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016300,0ec1e3dd-b754-435e-9308-8b77ce0dc15b,True
296,5046f9a0-5501-11ed-b209-b250481d78c3,Employee Relation Intern,XL Axiata,DYNAMIC SUSTAINABILITY PROGRAMS (OFFLINE INTERNSHIP),2,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_fa53cb75-1f5f-4bad-832b-4cf3dbbf28b5.jpg,2023-02-10T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-20T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016300,c6eaa287-d3a3-4dc4-92b0-c3cabfe9a698,True
297,4158189d-7016-11ed-ab38-feb214c74b66,Employer Branding Intern,Shipper,Shipper Academy Internship Program Season 2.0,2,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_b76494ae-980d-4a68-9115-38613dc21698.png,2023-02-16T07:00:00+07:00,2023-07-01T07:00:00+07:00,2023-01-09T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016300,648a1e21-4b5d-4a2c-b02e-2ead74eae085,True
298,af104022-5668-11ed-b186-36a705b63a4f,Engineering & Maintenance Intern ,Nusantara Infrastructure,"Analisa Struktur Jalan, Jembatan, Serta Bangunan Pendukung Lain Di Ruas Tol Seksi 1, 2, 3, Dan 4 Kota Makassar",2,Makassar,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_38539944-f328-4d58-bef3-1d8a97f607e4.jpg,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-15T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,,33c404bb-b227-4a65-85dc-9fe9cf434e1e,True
299,98bb452b-6585-11ed-9da9-9afb6f59ce88,Engineering Supervisor ,BUMA,Learning Management di Site Pertambangan Batubara,8,Kab. Berau,BLENDED,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_ff38d1e5-8075-49b7-86af-d0095a4912cb.jpg,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-20T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,160300,d19a6aaa-7b05-44b3-8fee-7d32f5cadeeb,True
300,d9952d1c-604e-11ed-b3af-8a7c8006de3f,English Subject Content Intern,Zenius,Zenius Professionals Practice Program Angkatan 4,1,Kota Jakarta Selatan,BLENDED,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_344946d7-f9c2-4c1e-8af0-646114c7d8ad.png,2023-02-13T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-22T07:00:00+07:00,2023-01-27T07:00:00+07:00,20,016300,261f4d66-aa98-41a5-a213-a079764411a7,True
301,350b9215-55a7-11ed-adef-fa00dd4e79e4,Enterprise Data Management Intern,XL Axiata,DYNAMIC SUSTAINABILITY PROGRAMS (OFFLINE INTERNSHIP),2,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_fa53cb75-1f5f-4bad-832b-4cf3dbbf28b5.jpg,2023-02-10T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-20T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016300,c6eaa287-d3a3-4dc4-92b0-c3cabfe9a698,True
302,2cb7554f-646f-11ed-b5cc-0a223dcf0f66,Environmental Impact Evaluator,Methanol Plant,Aktifitas 1- Evaluasi Strategi Efisiensi Sumber Daya dalam Proses Produksi Methanol untuk mencapai PROPER Emas PT. KMI pada tahun 2023.,4,Kota Bontang,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_89d550ad-f9dd-49b3-9cb2-b6d72b4424b8.jpg,2023-03-01T07:00:00+07:00,2023-07-31T07:00:00+07:00,2022-12-15T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,166300,855bad44-e400-4a84-9210-e1444742fb9b,True
303,37110588-6499-11ed-b5cc-0a223dcf0f66,Environmental Impact Evaluator,Methanol Plant,"Aktifitas 2- Evaluasi Strategi Penurunan Emisi dalam Proses Produksi Methanol dengan memanfaatkan renewable energy dan optimasi permesinan, untuk mendukung target Net Zero Emission pada tahun 2060",4,Kota Bontang,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_89d550ad-f9dd-49b3-9cb2-b6d72b4424b8.jpg,2023-03-01T07:00:00+07:00,2023-07-31T07:00:00+07:00,2022-12-15T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,166300,855bad44-e400-4a84-9210-e1444742fb9b,True
304,27c22420-543f-11ed-8e0a-3642855f7e03,Environment Engineering Intern,Nusantara Infrastructure,Analisa & Optimalisasi Pola Operasi & Maintenance Pembangkit Listrik Tenaga Air,1,Kab. Dairi,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_38539944-f328-4d58-bef3-1d8a97f607e4.jpg,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-15T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,070500,33c404bb-b227-4a65-85dc-9fe9cf434e1e,True
305,924b2cd2-6ec8-11ed-9cff-0278cb7f6574,"ESG (Environmental, Social, and Good Corporate Governance) Specialist",Bluebird Group,Belajar Birdsama Bluebird,1,"Mampang Prapatan, Jakarta Selatan, DKI Jakarta",OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_344c87cc-627d-46d8-a4cb-650b8e73d167.jpg,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-23T07:00:00+07:00,2023-01-13T07:00:00+07:00,20,,ac1f94db-56fa-4a5c-8cfa-5c6c67b3f1fb,True
306,eb0a924c-8d65-11ed-918e-fe53fd1fa495,Estate Database & Analysis Officer,PT Bumitama Gunajaya Agro,Officer Development Program,2,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_629f2eb8-a747-4cee-a5c3-e27c8a8ec63e.png,2023-02-13T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-01T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016300,8816b5f5-7f39-459c-ba0c-86996423c5e5,True
307,9c96cee8-647d-11ed-8ffa-4eaca8c1bf53,Estimator Intern,Erajaya,Lets Grow with Erajaya,2,Kota Jakarta Barat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_4b68b978-babc-4555-b29d-ac9ca4fe7af5.png,2023-02-16T07:00:00+07:00,2023-06-16T07:00:00+07:00,2022-12-23T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016200,a748af00-6fc5-44c8-a820-fda83886973c,True
308,6a7744f8-66e2-11ed-b864-9afb6f59ce88,E-tutorial Developer Intern,Trakindo,E-tutorial Procurement Process & e-Procurement ,2,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_36e9154a-8dee-4268-b8b2-5bc121e4121b.png,2023-02-13T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-11-28T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,016300,5bc2c129-6ce8-4935-a651-37bcd8ee46b1,True
309,7490c6e8-6fd1-11ed-a7a1-0278cb7f6574,Event & Branding Staff (Program Communication),Surya Citra Media - EMTEK Group,SIP (SCM Internship Program),4,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_4c560d1a-0e74-4525-9d9c-4feb95a08b71.png,2023-02-01T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-01T07:00:00+07:00,2023-02-01T07:00:00+07:00,20,016000,b409663d-e067-46e0-81d9-eb4fff33f45f,True
310,2b2d138e-81bf-11ed-8c99-9aeeab388a33,Event Organizer & Broadcasting,VOCASIA,Vocasia Internship Professional Edutech Program,5,Kota Jakarta Timur,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_47596fd8-2b46-4ad8-8a00-392d7c8107a2.png,2023-02-10T07:00:00+07:00,2023-06-10T07:00:00+07:00,2022-12-28T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,016400,77cde2f6-fa33-4932-8847-83b3414b1877,True
311,90d96ef3-70b1-11ed-9540-86f9589d528b,Event Planner,ELZATTA DAUKY,Peran Gen Z untuk Indonesia,2,"Kec. Bandung Kulon, Kota Bandung, Jawa Barat",OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_f4582b8f-c088-4d57-95d8-9a370f5c9224.png,2023-02-10T07:00:00+07:00,2023-06-10T07:00:00+07:00,2022-12-01T07:00:00+07:00,2022-12-31T07:00:00+07:00,20,,5fb33177-7656-4eac-b184-9a187592a4e4,True
312,4b4fae78-70c5-11ed-aa1c-260399e19f34,External Affairs Intern,Shipper,Shipper Academy Internship Program Season 2.0,4,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_b76494ae-980d-4a68-9115-38613dc21698.png,2023-02-16T07:00:00+07:00,2023-07-01T07:00:00+07:00,2023-01-09T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016300,648a1e21-4b5d-4a2c-b02e-2ead74eae085,True
313,bcc4f443-6cb4-11ed-98a6-964ca1abcf1b,Facilitator Reviewer Internship,BCA,Facilitator Reviewer Internship,1,Kab. Bogor,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_6c0a7c7b-8ff3-4214-8474-2872769e4063.jpg,2023-02-10T07:00:00+07:00,2023-06-10T07:00:00+07:00,2022-12-01T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,020500,8a7e142f-1562-49c4-865d-26bfc2cb3dfe,True
314,392ca4f1-6f9a-11ed-9576-62d54cabf853,Facility Management System ,PT ISS Indonesia,Great ISS Internship Program (GETS Program),3,Kota Tangerang Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_0f2ff0f5-9860-45ed-8d64-857e7d2125f7.png,2023-02-10T07:00:00+07:00,2023-07-10T07:00:00+07:00,2022-12-01T07:00:00+07:00,2023-01-08T07:00:00+07:00,20,286300,0aed31ee-a13d-4467-b189-885f247aa6c0,True
315,d2300652-55a5-11ed-8e0a-3642855f7e03,Facility Planning & Development Intern,XL Axiata,DYNAMIC SUSTAINABILITY PROGRAMS (OFFLINE INTERNSHIP),2,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_fa53cb75-1f5f-4bad-832b-4cf3dbbf28b5.jpg,2023-02-10T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-20T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016300,c6eaa287-d3a3-4dc4-92b0-c3cabfe9a698,True
316,f75b3edd-70b1-11ed-aa1c-260399e19f34,Fashion Design ,ELZATTA DAUKY,Peran Gen Z untuk Indonesia,7,"Kec. Bandung Kulon, Kota Bandung, Jawa Barat",OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_f4582b8f-c088-4d57-95d8-9a370f5c9224.png,2023-02-10T07:00:00+07:00,2023-06-10T07:00:00+07:00,2022-12-01T07:00:00+07:00,2022-12-31T07:00:00+07:00,20,,5fb33177-7656-4eac-b184-9a187592a4e4,True
317,57132bbe-6bc8-11ed-acfa-feb214c74b66,Fasilitator Pendamping Access to Market (A2M) - BaLiKu,BTPN Syariah,Fasilitator Pendamping Access to Market (A2M) di Remote Site (Pedesaan) ,10,Nasional,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_7d4136a8-0963-485e-95ce-1f9cd5233df6.png,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-15T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,,09c13350-1baf-4c00-bbd2-f5fb7fd8fae3,True
318,129e25a1-6bc4-11ed-9526-12fe73fa6d13,Fasilitator Pendamping Access to Market (A2M) - Jawa Barat & Banten,BTPN Syariah,Fasilitator Pendamping Access to Market (A2M) di Remote Site (Pedesaan) ,13,Nasional,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_7d4136a8-0963-485e-95ce-1f9cd5233df6.png,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-15T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,,09c13350-1baf-4c00-bbd2-f5fb7fd8fae3,True
319,f02de9ed-6bc4-11ed-acfa-feb214c74b66,Fasilitator Pendamping Access to Market (A2M) - Jawa Tengah & Yogya,BTPN Syariah,Fasilitator Pendamping Access to Market (A2M) di Remote Site (Pedesaan) ,15,Nasional,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_7d4136a8-0963-485e-95ce-1f9cd5233df6.png,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-15T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,,09c13350-1baf-4c00-bbd2-f5fb7fd8fae3,True
320,f51eb862-6bc5-11ed-9b00-0278cb7f6574,Fasilitator Pendamping Access to Market (A2M) - Jawa Timur,BTPN Syariah,Fasilitator Pendamping Access to Market (A2M) di Remote Site (Pedesaan) ,12,Nasional,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_7d4136a8-0963-485e-95ce-1f9cd5233df6.png,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-15T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,,09c13350-1baf-4c00-bbd2-f5fb7fd8fae3,True
321,caaea5c4-6bc6-11ed-9b00-0278cb7f6574,Fasilitator Pendamping Access to Market (A2M) - Kalimantan,BTPN Syariah,Fasilitator Pendamping Access to Market (A2M) di Remote Site (Pedesaan) ,5,Nasional,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_7d4136a8-0963-485e-95ce-1f9cd5233df6.png,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-15T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,,09c13350-1baf-4c00-bbd2-f5fb7fd8fae3,True
322,92eccd7b-6bc7-11ed-9b00-0278cb7f6574,Fasilitator Pendamping Access to Market (A2M) - Sulawesi Selatan,BTPN Syariah,Fasilitator Pendamping Access to Market (A2M) di Remote Site (Pedesaan) ,5,Nasional,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_7d4136a8-0963-485e-95ce-1f9cd5233df6.png,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-15T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,,09c13350-1baf-4c00-bbd2-f5fb7fd8fae3,True
323,31f7225a-6bc3-11ed-9526-12fe73fa6d13,Fasilitator Pendamping Access to Market (A2M) - Sumatera Bagian Selatan,BTPN Syariah,Fasilitator Pendamping Access to Market (A2M) di Remote Site (Pedesaan) ,15,Nasional,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_7d4136a8-0963-485e-95ce-1f9cd5233df6.png,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-15T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,,09c13350-1baf-4c00-bbd2-f5fb7fd8fae3,True
324,4b92358f-6bc2-11ed-acfa-feb214c74b66,Fasilitator Pendamping Access to Market (A2M) - Sumatera bagian Tengah,BTPN Syariah,Fasilitator Pendamping Access to Market (A2M) di Remote Site (Pedesaan) ,15,Nasional,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_7d4136a8-0963-485e-95ce-1f9cd5233df6.png,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-15T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,,09c13350-1baf-4c00-bbd2-f5fb7fd8fae3,True
325,ad576212-6bbe-11ed-9b00-0278cb7f6574,Fasilitator Pendamping Access to Market (A2M)  - Sumatera Bagian Utara,BTPN Syariah,Fasilitator Pendamping Access to Market (A2M) di Remote Site (Pedesaan) ,10,Nasional,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_7d4136a8-0963-485e-95ce-1f9cd5233df6.png,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-15T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,,09c13350-1baf-4c00-bbd2-f5fb7fd8fae3,True
326,46019b3a-6bd0-11ed-acfa-feb214c74b66,Fasilitator Pendamping - BaLiKu,BTPN Syariah,Fasilitator Pendamping Access to Knowledge (A2K) di Remote Site (Pedesaan),20,Nasional,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_7d4136a8-0963-485e-95ce-1f9cd5233df6.png,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-15T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,,09c13350-1baf-4c00-bbd2-f5fb7fd8fae3,True
