ID Posisi,Nama Posisi,Nama Mitra,Nama Kegiatan,Quota Posisi,Lokasi Bekerja,Tipe Aktivitas,URL Logo
48d1479e-55c0-11ed-adef-fa00dd4e79e4,IT Intern,Nusantara Infrastructure,Akselerasi Proses Digitalisasi Layanan Customer di Jalan Tol,3,Kota Makassar,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_38539944-f328-4d58-bef3-1d8a97f607e4.jpg
694e0ad6-704e-11ed-a7a1-0278cb7f6574,IT Intern,BNI,BNI Digitalisasi Credit Operations,2,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_642f3ae3-5162-4f40-aba6-e0c819df5f56.jpg
1e60de07-6f97-11ed-a7a1-0278cb7f6574,IT Product Manager,Bluebird Group,Belajar Birdsama Bluebird,2,"Mampang Prapatan, Jakarta Selatan, DKI Jakarta",OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_344c87cc-627d-46d8-a4cb-650b8e73d167.jpg
4a01fc20-6c71-11ed-8441-22d0c8df9d48,IT PROJECT BACK END AKSESMU,Alfamart,Enhancement Project Aksesmu (Back-End),3,Kota Tangerang,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_906ac76c-6666-4a66-a24f-7dabf0340dcf.jpg
97c4c166-60be-11ed-9958-e6768c594c9c,IT Solution Developer - Jakarta (Head Office),ASSA,ASTERIEX IV : First Journey to Become ASSA SPEED Racers!,1,Kota Jakarta Utara,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_e9d9b6c8-552b-47fd-a9da-24b9557bb28b.png
aec06260-705d-11ed-b6f6-62d54cabf853,Junior Analyst,Citiasia Inc.,Smart Cities & Smart enterprises: Co-Creation Solution & Innovation Development Internship Programs ,10,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_53530d4e-b597-4989-ba93-d03aeb8da921.png
0fd63416-7067-11ed-a7a1-0278cb7f6574,Jurnalis,Citiasia Inc.,Smart Cities & Smart enterprises: Co-Creation Solution & Innovation Development Internship Programs ,4,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_53530d4e-b597-4989-ba93-d03aeb8da921.png
9346e95b-6c67-11ed-8fcc-563600033649,Knowledge Management Specialist,Alfamidi,KNOWLEDGE MANAGEMENT SYSTEM DEVELOPMENT,4,Kota Tangerang,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_2c238d7b-1e65-4e87-9fc1-68573e234f74.jpg
a106b57c-6c95-11ed-8441-22d0c8df9d48,KNOWLEDGE MANAGEMENT SPECIALIST,Alfamart,Optimize Knowledge Management Function & Measurement,3,Kota Tangerang,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_906ac76c-6666-4a66-a24f-7dabf0340dcf.jpg
c2d3416a-6c6d-11ed-8441-22d0c8df9d48,Lawson Fix Asset Specialist,Alfamidi,LAWSON FIX ASSET DEVELOPMENT,2,Kota Tangerang,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_2c238d7b-1e65-4e87-9fc1-68573e234f74.jpg
8e62eb83-6c6b-11ed-8441-22d0c8df9d48,Lawson Learning Design Specialist,Alfamidi,LAWSON DIGITAL LEARNING DEVELOPMENT,2,Kota Tangerang,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_2c238d7b-1e65-4e87-9fc1-68573e234f74.jpg
03990354-6c6a-11ed-9b00-0278cb7f6574,Lawson Recruitment & Selection Specialist,Alfamidi,LAWSON RECRUITMENT BUSINESS PROCESS DEVELOPMENT,6,Kota Tangerang,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_2c238d7b-1e65-4e87-9fc1-68573e234f74.jpg
0b3765ce-64e3-11ed-8ebb-320b4c7afbe7,Lead Generations Intern for Orbit Global Alliances,Orbit Future Academy, Orbit 4 Indonesia Internship Program,2,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_58c94cca-97a8-4618-a010-5296281e0222.jpg
1bf78908-64e1-11ed-8ebb-320b4c7afbe7,Lead Generations Intern for Orbit Jobs,Orbit Future Academy, Orbit 4 Indonesia Internship Program,2,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_58c94cca-97a8-4618-a010-5296281e0222.jpg
d49d032d-5349-11ed-8a48-0ac884c1cee7,Learning & Culture Development Intern,XL Axiata,DYNAMIC SUSTAINABILITY PROGRAMS (OFFLINE INTERNSHIP),2,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_fa53cb75-1f5f-4bad-832b-4cf3dbbf28b5.jpg
9cf52f79-6c90-11ed-9738-0278cb7f6574,Learning Dan+Dan,Alfamart,Optimalisasi Program Pembelajaran E-Learning Dan+Dan,1,Kota Tangerang,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_906ac76c-6666-4a66-a24f-7dabf0340dcf.jpg
8693ea72-569d-11ed-a8eb-9a9247092b05,Learning dan Development,HAKKA INDONESIA OFFICIAL,"Digital Talent for TikTok Content Creation, Live Streaming Shop, and Learning Development - Hakka Indonesia",8,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_3c9577c5-1bb5-4b33-ae09-7865579651be.png
369b9c96-6ca2-11ed-934e-964ca1abcf1b,LEARNING DESIGN,Alfamart,Pembuatan Media Informasi & Media Pembelajaran,3,Kota Tangerang,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_906ac76c-6666-4a66-a24f-7dabf0340dcf.jpg
22ed5177-6bcb-11ed-934e-964ca1abcf1b,Learning Design Specialist,Alfamidi,DIGITAL LEARNING DEVELOPMENT,3,Kota Tangerang,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_2c238d7b-1e65-4e87-9fc1-68573e234f74.jpg
95d804d5-6bcc-11ed-934e-964ca1abcf1b,Learning Design Specialist,Alfamidi,PENGEMBANGAN MODUL PEMBELAJARAN,4,Kota Tangerang,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_2c238d7b-1e65-4e87-9fc1-68573e234f74.jpg
3dad4731-6f96-11ed-8b84-22d0c8df9d48,Learning & Development,PT ISS Indonesia,Great ISS Internship Program (GETS Program),3,Kota Tangerang Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_0f2ff0f5-9860-45ed-8d64-857e7d2125f7.png
a3845356-6af9-11ed-8225-d61b0e2692e7,Learning & Development Officer,PT Bumitama Gunajaya Agro,Officer Development Program,3,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_629f2eb8-a747-4cee-a5c3-e27c8a8ec63e.png
a8d3be05-6a3a-11ed-aad2-c63f61abb566,Learning & Development Project Intern,Bank CIMB Niaga,Learning & Development Project,4,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_de215b33-560a-4fc0-b322-6d9cc3b3a0b1.png
8394a0db-6ca5-11ed-9738-0278cb7f6574,LEARNING OPERATION,Alfamart,Standardisasi Pengelolaan Learning Center Alfamart,33,Kota Tangerang,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_906ac76c-6666-4a66-a24f-7dabf0340dcf.jpg
2f9af15b-6ba9-11ed-8225-d61b0e2692e7,Learning Operation Specialist,Alfamidi,OPTIMALISASI LEARNING & DEVELOPMENT,14,Kota Tangerang,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_2c238d7b-1e65-4e87-9fc1-68573e234f74.jpg
455a902c-6af8-11ed-a22e-c63f61abb566,Learning Operation Specialist,Alfamidi,PENGEMBANGAN VOKASI ALFA CLASS,2,Kota Tangerang,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_2c238d7b-1e65-4e87-9fc1-68573e234f74.jpg
efc2b2b5-6c6e-11ed-9b00-0278cb7f6574,Learning Operation Specialist,Alfamidi,LAWSON OPTIMALISASI LEARNING & DEVELOPMENT,2,Kota Tangerang,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_2c238d7b-1e65-4e87-9fc1-68573e234f74.jpg
009110d8-6b27-11ed-98f2-a6bfdab34a31,Learning Specialist,BTPN Syariah,Learning Specialist for Business Learning,5,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_7d4136a8-0963-485e-95ce-1f9cd5233df6.png
82439503-6f9c-11ed-8b84-22d0c8df9d48,Legal,PT ISS Indonesia,Great ISS Internship Program (GETS Program),2,Kota Tangerang Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_0f2ff0f5-9860-45ed-8d64-857e7d2125f7.png
540a80a8-601f-11ed-b4b5-baaa6764964c,Legal Intern,Zenius,Zenius Professionals Practice Program Angkatan 4,1,Kota Jakarta Selatan,BLENDED,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_344946d7-f9c2-4c1e-8af0-646114c7d8ad.png
95499347-543e-11ed-a443-0a3963f6cf56,Legal Intern,Nusantara Infrastructure,Nusantara All Division ,2,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_38539944-f328-4d58-bef3-1d8a97f607e4.jpg
104207b6-6042-11ed-b4b5-baaa6764964c,Live Ops Intern,Zenius,Zenius Professionals Practice Program Angkatan 4,3,Kota Jakarta Selatan,BLENDED,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_344946d7-f9c2-4c1e-8af0-646114c7d8ad.png
3578fe98-569e-11ed-a8eb-9a9247092b05,Live Streamer Host,HAKKA INDONESIA OFFICIAL,"Digital Talent for TikTok Content Creation, Live Streaming Shop, and Learning Development - Hakka Indonesia",22,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_3c9577c5-1bb5-4b33-ae09-7865579651be.png
d7d0deea-569e-11ed-92ba-cac009710b2f,Live Streamer Operation,HAKKA INDONESIA OFFICIAL,"Digital Talent for TikTok Content Creation, Live Streaming Shop, and Learning Development - Hakka Indonesia",22,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_3c9577c5-1bb5-4b33-ae09-7865579651be.png
8e246030-6ecd-11ed-9161-22d0c8df9d48,Logistic Analyst,Bluebird Group,Belajar Birdsama Bluebird,1,"Mampang Prapatan, Jakarta Selatan, DKI Jakarta",OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_344c87cc-627d-46d8-a4cb-650b8e73d167.jpg
d2e344e3-6c8e-11ed-8441-22d0c8df9d48,LOGISTIC DATA ANALTYC,Alfamart,Optimalisasi Service Level & Out of Stock (OOS),64,Kota Tangerang,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_906ac76c-6666-4a66-a24f-7dabf0340dcf.jpg
5c73afcf-647a-11ed-8ebb-320b4c7afbe7,Machinery Engineer,Methanol Plant,"Aktifitas 2- Evaluasi Strategi Penurunan Emisi dalam Proses Produksi Methanol dengan memanfaatkan renewable energy dan optimasi permesinan, untuk mendukung target Net Zero Emission pada tahun 2060",2,Kota Bontang,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_89d550ad-f9dd-49b3-9cb2-b6d72b4424b8.jpg
abdea47a-63bc-11ed-87e2-3e2209ea9924,Machinery Engineer,Methanol Plant,Aktifitas 1- Evaluasi Strategi Efisiensi Sumber Daya dalam Proses Produksi Methanol untuk mencapai PROPER Emas PT. KMI pada tahun 2023.,2,Kota Bontang,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_89d550ad-f9dd-49b3-9cb2-b6d72b4424b8.jpg
0924b5f1-6f28-11ed-9cff-0278cb7f6574,Magang Publikasi Literasi,SEAMEO QITEP in Language,Magang Pengembang Publikasi Karya Literasi,12,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_9b2751e4-c96e-4f13-aba5-1e14b6c0f180.jpg
80aa2131-6bd4-11ed-acfa-feb214c74b66,Maintenance Controller,GITS.ID,Implementasi dan pengembangan dalam Objective and Key Results,2,Kota Bandung,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_e0e58a43-a4fc-4884-b9cb-dd7410b8989d.jpg
9171565b-6c78-11ed-934e-964ca1abcf1b,MANAGEMENT INFORMATION SPECIALIST,Alfamart,Human Capital System Analyst,2,Kota Tangerang,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_906ac76c-6666-4a66-a24f-7dabf0340dcf.jpg
c8f76a9f-6a40-11ed-931a-a6bfdab34a31,Marcomm Employer Branding Marketing Sustainable Campaign and Brand Evangelist Intern,Bank CIMB Niaga,"Employer Branding, Sustainable Campaign and Brand Evangelist",3,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_de215b33-560a-4fc0-b322-6d9cc3b3a0b1.png
fb7145e1-6ed0-11ed-9161-22d0c8df9d48,Marketing Analytic and Insight - Intern,Bluebird Group,Belajar Birdsama Bluebird,1,"Mampang Prapatan, Jakarta Selatan, DKI Jakarta",OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_344c87cc-627d-46d8-a4cb-650b8e73d167.jpg
3085a08d-858f-11ed-800f-de2ee9baf231,Marketing Communication  Intern,XL Axiata,DYNAMIC SUSTAINABILITY PROGRAMS (OFFLINE INTERNSHIP),1,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_fa53cb75-1f5f-4bad-832b-4cf3dbbf28b5.jpg
03bca350-60d8-11ed-aaab-4a119f027d25,Marketing Communication - JBA (Jakarta),ASSA,ASTERIEX IV : First Journey to Become ASSA SPEED Racers!,1,Kota Jakarta Utara,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_e9d9b6c8-552b-47fd-a9da-24b9557bb28b.png
ceeb7b7e-6c9c-11ed-9c3c-feb214c74b66,Marketing Data Analys,Alfamart,Marketing Data Analytic,2,Kota Tangerang,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_906ac76c-6666-4a66-a24f-7dabf0340dcf.jpg
5e1aea41-6ca6-11ed-8fcc-563600033649,MARKETING DEVELOPMENT AKSESMU,Alfamart,Optimize Aksesmu Marketing Strategy,4,Kota Tangerang,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_906ac76c-6666-4a66-a24f-7dabf0340dcf.jpg
33e0c448-6981-11ed-8014-f69d568c6c8e,Marketing  Digital & Media Communication Intern,Indomaret,Indomaret Group Intern Program  (Batch 4) ,10,Indomaret Head Office (Menara PIK) & Indomaret Cabang ,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_b94d90b2-07be-4680-bbbf-dbb6b2c0f160.png
61027da9-599d-11ed-b1fc-7a77835150ba,Marketing Graphic Designer Staff,Trans Retail Indonesia,Learning Management di Head Office,5,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_46424d48-bf41-43aa-89dd-e8702beb2f80.jpg
3ad12efb-5443-11ed-9954-8e5ae7ce8135,Marketing (Makassar),Nusantara Infrastructure,[MMN-JTSE] Pengembangan Bisnis Perusahaan melalui Optimalisasi Sumber Daya dan Analisa Peluang Improvement,1,Kota Makassar,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_38539944-f328-4d58-bef3-1d8a97f607e4.jpg
41fcd19f-6bc9-11ed-acfa-feb214c74b66,Marketing Research Development Specialist,Alfamidi,MARKETING RESEARCH DEVELOPMENT,2,Kota Tangerang,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_2c238d7b-1e65-4e87-9fc1-68573e234f74.jpg
c71e9bed-5502-11ed-b209-b250481d78c3,Mass Market Commercial Intern,XL Axiata,DYNAMIC SUSTAINABILITY PROGRAMS (OFFLINE INTERNSHIP),2,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_fa53cb75-1f5f-4bad-832b-4cf3dbbf28b5.jpg
dd11887b-55a2-11ed-a443-0a3963f6cf56,Mass Segment - A/B testing Intern,XL Axiata,DYNAMIC SUSTAINABILITY PROGRAMS (OFFLINE INTERNSHIP),1,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_fa53cb75-1f5f-4bad-832b-4cf3dbbf28b5.jpg
3882c0dd-55a2-11ed-a8a3-d299d3302380,Mass Segment - Creative Development Intern,XL Axiata,DYNAMIC SUSTAINABILITY PROGRAMS (OFFLINE INTERNSHIP),1,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_fa53cb75-1f5f-4bad-832b-4cf3dbbf28b5.jpg
9a46f955-55a2-11ed-8e0a-3642855f7e03,Mass Segment - Device Intern,XL Axiata,DYNAMIC SUSTAINABILITY PROGRAMS (OFFLINE INTERNSHIP),1,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_fa53cb75-1f5f-4bad-832b-4cf3dbbf28b5.jpg
6b0d2873-55a2-11ed-adef-fa00dd4e79e4,Mass Segment - Digital Content Growth Intern,XL Axiata,DYNAMIC SUSTAINABILITY PROGRAMS (OFFLINE INTERNSHIP),1,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_fa53cb75-1f5f-4bad-832b-4cf3dbbf28b5.jpg
fa1bdc54-55a1-11ed-b209-b250481d78c3,Mass Segment - Media Content Management Intern,XL Axiata,DYNAMIC SUSTAINABILITY PROGRAMS (OFFLINE INTERNSHIP),1,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_fa53cb75-1f5f-4bad-832b-4cf3dbbf28b5.jpg
8831154c-55a1-11ed-a443-0a3963f6cf56,Mass Segment - Media Intern,XL Axiata,DYNAMIC SUSTAINABILITY PROGRAMS (OFFLINE INTERNSHIP),1,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_fa53cb75-1f5f-4bad-832b-4cf3dbbf28b5.jpg
4346fbbc-6045-11ed-b3af-8a7c8006de3f,Mathematics Specialist Intern,Zenius,Zenius Professionals Practice Program Angkatan 4,1,Kota Jakarta Selatan,BLENDED,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_344946d7-f9c2-4c1e-8af0-646114c7d8ad.png
7b7e6805-649f-11ed-bf50-124073a7b39a,Mathematics Subject Research Intern,Zenius,Zenius Professionals Practice Program Angkatan 4,9,Kota Jakarta Selatan,BLENDED,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_344946d7-f9c2-4c1e-8af0-646114c7d8ad.png
16753215-55c4-11ed-b209-b250481d78c3,Mechanical & Electrical ,Nusantara Infrastructure,Efisiensi & Optimasi dalam Pengelolaan Perusahaan Pelayanan Air Bersih,2,Kab. Serang,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_38539944-f328-4d58-bef3-1d8a97f607e4.jpg
59fbb102-63ba-11ed-8ebb-320b4c7afbe7,Mechanical Engineer,Methanol Plant,Aktifitas 1- Evaluasi Strategi Efisiensi Sumber Daya dalam Proses Produksi Methanol untuk mencapai PROPER Emas PT. KMI pada tahun 2023.,2,Kota Bontang,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_89d550ad-f9dd-49b3-9cb2-b6d72b4424b8.jpg
329c1c48-6473-11ed-803d-3e2209ea9924,Mechanical Engineer,Methanol Plant,"Aktifitas 2- Evaluasi Strategi Penurunan Emisi dalam Proses Produksi Methanol dengan memanfaatkan renewable energy dan optimasi permesinan, untuk mendukung target Net Zero Emission pada tahun 2060",2,Kota Bontang,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_89d550ad-f9dd-49b3-9cb2-b6d72b4424b8.jpg
375e204a-6fa2-11ed-ab38-feb214c74b66,Mechanical Intern,PT Petrokimia Gresik,Petrokimia Undergraduate Apprenticeship Program Cycle 4,6,Kab. Gresik,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_87fed9ce-8cc7-4c55-8727-1c02a5030d20.png
5b572744-6979-11ed-a94f-be5cff234d68,Mechanic Officer ,Garment Manufacturing,PAN 8 Sragen Internship Program (PSIP),16,Kab. Boyolali,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_657b3206-5540-4a88-ad4d-ca1247cd5f2f.png
25d6aca8-6b15-11ed-8147-a2c3ec1c6e84,Mechanization Analyst Assistant,PT Bumitama Gunajaya Agro,Planter Development Program,4,Kab. Kotawaringin Timur,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_629f2eb8-a747-4cee-a5c3-e27c8a8ec63e.png
190c24ec-6b10-11ed-8147-a2c3ec1c6e84,Mechanization Data Analyst,PT Bumitama Gunajaya Agro,Officer Development Program,2,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_629f2eb8-a747-4cee-a5c3-e27c8a8ec63e.png
310776c0-7505-11ed-b175-b2d858cc7bd2,Metaverse Developer Intern,BNI,BNI Digital Talent Thematic Internship,12,Kota Jakarta Barat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_642f3ae3-5162-4f40-aba6-e0c819df5f56.jpg
09cf8dcf-7506-11ed-b175-b2d858cc7bd2,Microfrontend Developer Intern,BNI,BNI Digital Talent Thematic Internship,10,Kota Jakarta Barat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_642f3ae3-5162-4f40-aba6-e0c819df5f56.jpg
c5b4d903-6b08-11ed-a22e-c63f61abb566,Mill Data Analysis Officer,PT Bumitama Gunajaya Agro,Officer Development Program,2,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_629f2eb8-a747-4cee-a5c3-e27c8a8ec63e.png
d853b23e-6a47-11ed-a781-f69d568c6c8e,Mill Engineering Assistant,PT Bumitama Gunajaya Agro,Planter Development Program,15,Kab. Kotawaringin Timur,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_629f2eb8-a747-4cee-a5c3-e27c8a8ec63e.png
32d854c1-6b0a-11ed-98f2-a6bfdab34a31,Mill Production & Performance Engineer,PT Bumitama Gunajaya Agro,Officer Development Program,2,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_629f2eb8-a747-4cee-a5c3-e27c8a8ec63e.png
f9974e7c-619b-11ed-b3d1-4eaca8c1bf53,MMD ( Merchandise Management Division),PT. AEON INDONESIA,Apprenticeship AEON Retail Sentul Branch,2,"Sentul, Bogor",OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_7f56cfa2-7e7c-4ee6-a643-432a187e674f.png
4acd5b64-6179-11ed-988f-e6768c594c9c,MMD (Merchandise Management Division),PT. AEON INDONESIA,Apprenticeship AEON Retail BSD Branch,2,"Tangerang, Banten",OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_7f56cfa2-7e7c-4ee6-a643-432a187e674f.png
6a05145c-6196-11ed-aaab-4a119f027d25,MMD (Merchandise Management Division),PT. AEON INDONESIA,Apprenticeship AEON Retail Jakarta Garden City Branch,2,"Cakung, Jakarta Timur",OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_7f56cfa2-7e7c-4ee6-a643-432a187e674f.png
085b96db-61a6-11ed-988f-e6768c594c9c,MMD (Merchandise Management Division),PT. AEON INDONESIA,Apprenticeship AEON Retail Tanjung Barat Branch,2,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_7f56cfa2-7e7c-4ee6-a643-432a187e674f.png
558d0747-705c-11ed-a7a1-0278cb7f6574,Mobile Developer ,Citiasia Inc.,Smart Cities & Smart enterprises: Co-Creation Solution & Innovation Development Internship Programs ,4,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_53530d4e-b597-4989-ba93-d03aeb8da921.png
b09d4e85-858e-11ed-a5b3-36fb96982c30,Modern Channel Digital Intern,XL Axiata,DYNAMIC SUSTAINABILITY PROGRAMS (OFFLINE INTERNSHIP),1,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_fa53cb75-1f5f-4bad-832b-4cf3dbbf28b5.jpg
30ef6f70-6581-11ed-9e59-0e61737a49bc,Motion Graphic Intern,Zenius,Zenius Professionals Practice Program Angkatan 4,1,Kota Jakarta Selatan,BLENDED,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_344946d7-f9c2-4c1e-8af0-646114c7d8ad.png
e1739fd5-55a9-11ed-adef-fa00dd4e79e4,Multimedia Officer,Trans Retail Indonesia,Learning Management di Head Office,8,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_46424d48-bf41-43aa-89dd-e8702beb2f80.jpg
a8c29fc2-55a0-11ed-a443-0a3963f6cf56,Network Planning Intern,XL Axiata,DYNAMIC SUSTAINABILITY PROGRAMS (OFFLINE INTERNSHIP),2,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_fa53cb75-1f5f-4bad-832b-4cf3dbbf28b5.jpg
257e38dc-5502-11ed-b209-b250481d78c3,New Ventures & Technology Incubation Intern (IoT/AI/5G Product),XL Axiata,DYNAMIC SUSTAINABILITY PROGRAMS (OFFLINE INTERNSHIP),13,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_fa53cb75-1f5f-4bad-832b-4cf3dbbf28b5.jpg
